X Coordinates: ,Y Coordinates: ,Angle (Radian): ,Angle (Degree): ,Distance (Milimeters): 
1675.3,471.003,0.274071,15.7031,1740.25
1675.25,511.175,0.29616,16.9688,1751.5
1675.66,552.042,0.31825,18.2344,1764.25
1688.98,598.098,0.340339,19.5,1791.75
0,0,0.382609,21.9219,0
0,0,0.404971,23.2031,0
316.505,158.558,0.464421,26.6094,354
1722.59,883.626,0.473966,27.1562,1936
314.382,166.5,0.487056,27.9062,355.75
1624.38,879.097,0.496055,28.4219,1847
319.716,180.196,0.513235,29.4062,367
538.399,360.597,0.590139,33.8125,648
512.936,361.459,0.613865,35.1719,627.5
494.269,365.114,0.636227,36.4531,614.5
474.103,368.954,0.661316,37.8906,600.75
463.087,378.358,0.685041,39.25,598
450.351,384.635,0.706858,40.5,592.25
441.027,393.416,0.728402,41.7344,591
405.313,381.697,0.7554,43.2812,556.75
353.453,351.53,0.78267,44.8438,498.5
339.766,352.029,0.803123,46.0156,489.25
324.355,352.81,0.827394,47.4062,479.25
0,0,0.943568,54.0625,0
0,0,0.966203,55.3594,0
78.8656,121.08,0.993473,56.9219,144.5
73.3841,116.871,1.01011,57.875,138
68.4885,120.669,1.05456,60.4219,138.75
65.078,127.895,1.1001,63.0312,143.5
0,0,1.10065,63.0625,0
62.9249,130.912,1.12274,64.3281,145.25
60.6378,133.636,1.14483,65.5938,146.75
58.7376,137.75,1.16773,66.9062,149.75
54.0694,154.831,1.23482,70.75,164
50.4743,155.777,1.25745,72.0469,163.75
46.864,156.64,1.28009,73.3438,163.5
0,0,1.30272,74.6406,0
42.8743,157.26,1.30463,74.75,163
39.6313,157.851,1.32481,75.9062,162.75
0,0,1.32509,75.9219,0
36.2581,159.429,1.34717,77.1875,163.5
32.3844,158.73,1.36954,78.4688,162
28.8731,160.168,1.39244,79.7812,162.75
0,0,1.43744,82.3594,0
25.4855,193.58,1.4399,82.5,195.25
0,0,1.4598,83.6406,0
17.8624,182.377,1.47317,84.4062,183.25
13.8238,183.981,1.4958,85.7031,184.5
9.83799,186.741,1.51816,86.9844,187
-2.62747,200.733,1.58388,90.75,200.75
0,0,1.59452,91.3594,0
-7.15208,200.122,1.60652,92.0469,200.25
0,0,1.61688,92.6406,0
-11.8863,204.405,1.62888,93.3281,204.75
-13.4736,209.066,1.63515,93.6875,209.5
0,0,1.66161,95.2031,0
-21.7765,211.633,1.67333,95.875,212.75
0,0,1.68424,96.5,0
0,0,1.7066,97.7812,0
0,0,1.72897,99.0625,0
-40.0718,233.588,1.74069,99.7344,237
0,0,1.7516,100.359,0
0,0,1.77396,101.641,0
-670.831,1910.92,1.90841,109.344,2025.25
0,0,1.90868,109.359,0
-718.138,1906.48,1.93104,110.641,2037.25
-772.42,1922.37,1.95286,111.891,2071.75
-816.854,1909.9,1.97495,113.156,2077.25
-863.7,1900.72,1.99731,114.438,2087.75
-915.699,1898.45,2.02022,115.75,2107.75
-962.168,1889.64,2.04176,116.984,2120.5
-1397.81,2481.67,2.08376,119.391,2848.25
-1463.44,2465.95,2.10639,120.688,2867.5
-1574.69,2401.82,2.15112,123.25,2872
-1611.99,2342.73,2.17348,124.531,2843.75
-4444,4726.71,2.32538,133.234,6487.75
-4626.05,4704.95,2.34774,134.516,6598.25
-4590.48,4464.56,2.3701,135.797,6403.5
-4773.74,4439.45,2.39246,137.078,6519
-4947.96,4401.72,2.41455,138.344,6622.5
-5118.14,4349.64,2.43719,139.641,6716.75
-2311.41,993.811,2.73553,156.734,2516
-1097.09,429.739,2.76825,158.609,1178.25
-1098.63,400.209,2.79225,159.984,1169.25
-1134.58,386.176,2.81352,161.203,1198.5
-1198.34,380.353,2.83425,162.391,1257.25
-1225.88,359.491,2.85634,163.656,1277.5
-1205.26,321.894,2.88061,165.047,1247.5
-1178.14,286.591,2.90297,166.328,1212.5
-1200.96,264.532,2.92479,167.578,1229.75
-179.936,14.2605,3.0625,175.469,180.5
-201.179,11.3693,3.08514,176.766,201.5
-206.834,8.29654,3.1015,177.703,207
-416.926,7.84726,3.12277,178.922,417
-344.934,-14.7765,3.18441,182.453,345.25
-330.315,-21.2872,3.20595,183.688,331
0,0,3.21004,183.922,0
-325.763,-28.4102,3.22858,184.984,327
0,0,3.2324,185.203,0
-338.689,-54.2103,3.30031,189.094,343
-336.655,-58.7926,3.31449,189.906,341.75
-334.884,-66.8964,3.33876,191.297,341.5
-332.348,-74.0593,3.36085,192.562,340.5
-330.344,-81.5024,3.38348,193.859,340.25
-328.158,-91.7767,3.4143,195.625,340.75
-326.879,-97.9895,3.43284,196.688,341.25
-324.767,-103.958,3.45139,197.75,341
-321.984,-109.984,3.47075,198.859,340.25
-320.959,-118.109,3.4942,200.203,342
-318.361,-128.322,3.52474,201.953,343.25
-316.813,-132.748,3.53838,202.734,343.5
-313.643,-141.902,3.56647,204.344,344.25
-311.577,-148.718,3.58692,205.516,345.25
-310.286,-157.565,3.61146,206.922,348
-307.911,-165.879,3.63574,208.312,349.75
-304.711,-173.715,3.65973,209.688,350.75
-304.126,-179.702,3.67528,210.578,353.25
-301.102,-187.578,3.69873,211.922,354.75
-301.026,-196.071,3.71891,213.078,359.25
-297.101,-205.505,3.74673,214.672,361.25
-334.679,-294.798,3.86372,221.375,446
-280.307,-630.498,4.29405,246.031,690
-263.233,-627.255,4.31505,247.234,680.25
-243.675,-623.581,4.33987,248.656,669.5
-227.016,-622.657,4.36277,249.969,662.75
-208.419,-616.735,4.3865,251.328,651
-195.325,-616.55,4.40559,252.422,646.75
-179.736,-614.764,4.42795,253.703,640.5
-164.714,-614.042,4.45031,254.984,635.75
-148.507,-611.217,4.47404,256.344,629
-133.297,-608.317,4.49667,257.641,622.75
-117.568,-607.478,4.52122,259.047,618.75
-103.695,-605.434,4.54276,260.281,614.25
-88.9778,-603.223,4.56594,261.609,609.75
-74.6752,-601.381,4.58885,262.922,606
-60.0491,-601.259,4.61285,264.297,604.25
-47.8894,-600.092,4.63275,265.438,602
-32.7786,-597.351,4.65757,266.859,598.25
-19.6819,-596.175,4.67939,268.109,596.5
7.05089,-601.459,4.72411,270.672,601.5
21.285,-595.62,4.74811,272.047,596
32.8733,-590.335,4.76802,273.188,591.25
46.4686,-588.418,4.7912,274.516,590.25
60.8951,-587.1,4.81574,275.922,590.25
71.7104,-585.374,4.83429,276.984,589.75
86.8747,-584.58,4.85992,278.453,591
99.8499,-583.011,4.88201,279.719,591.5
111.083,-582.503,4.90083,280.797,593
125.398,-580.613,4.9251,282.188,594
137.824,-580.359,4.94555,283.359,596.5
152.28,-577.769,4.97009,284.766,597.5
166.739,-577.928,4.99327,286.094,601.5
178.701,-577.744,5.01236,287.188,604.75
196.401,-589.124,5.03418,288.438,621
174.345,-437.006,5.09199,291.75,470.5
180.882,-424.847,5.1149,293.062,461.75
0,0,5.16235,295.781,0
295.243,-568.676,5.19126,297.438,640.75
310.476,-565.928,5.21417,298.75,645.5
324.575,-564.316,5.23435,299.906,651
341.704,-561.734,5.25889,301.312,657.5
357.991,-563.974,5.27798,302.406,668
375.508,-560.006,5.30307,303.844,674.25
391.445,-559.696,5.3227,304.969,683
447.969,-555.985,5.39061,308.859,714
463.919,-552.577,5.41079,310.016,721.5
483.089,-549.954,5.43315,311.297,732
508.495,-554.019,5.45497,312.547,752
779.021,-104.51,6.14983,352.359,786
775.294,-85.5545,6.17328,353.703,780
771.765,-67.9489,6.19537,354.969,774.75
768.905,-49.5584,6.21882,356.312,770.5
770.052,-32.7837,6.24064,357.562,770.75
765.336,-15.8685,6.26245,358.812,765.5
X Coordinates: ,Y Coordinates: ,Angle (Radian): ,Angle (Degree): ,Distance (Milimeters): 
760.713,7.46852,0.00981747,0.5625,760.75
760.106,24.4683,0.0321795,1.84375,760.5
758.801,42.6726,0.0561777,3.21875,760
763.904,59.9109,0.078267,4.48438,766.25
2431.9,297.253,0.121628,6.96875,2450
0,0,0.122446,7.01562,0
1878.45,278.641,0.147262,8.4375,1899
1866.57,319.687,0.169624,9.71875,1893.75
1944.42,376.306,0.191168,10.9531,1980.5
1929.43,419.471,0.214075,12.2656,1974.5
1720.92,417.128,0.237801,13.625,1770.75
1697.4,450.849,0.259618,14.875,1756.25
1690.84,490.333,0.282252,16.1719,1760.5
1697.15,532.566,0.304069,17.4219,1778.75
1696.35,575.315,0.326976,18.7344,1791.25
1723.33,626.709,0.348793,19.9844,1833.75
3526.01,1717.37,0.45324,25.9688,3922
314.536,155.218,0.458421,26.2656,350.75
315.113,162.946,0.477238,27.3438,354.75
314.432,169.061,0.493328,28.2656,357
524.288,357.812,0.598866,34.3125,634.75
507.329,364.595,0.623137,35.7031,624.75
485.171,366.433,0.646862,37.0625,608
469.412,370.885,0.668679,38.3125,598.25
458.276,379.876,0.692132,39.6562,595.25
446.351,387.366,0.714766,40.9531,591
438.258,396.126,0.734947,42.1094,590.75
375.762,360.893,0.765217,43.8438,521
348.581,353.559,0.792488,45.4062,496.5
334.146,354.625,0.815123,46.7031,487.25
321.554,355.364,0.835303,47.8594,479.25
0,0,0.975202,55.875,0
78.123,120.37,0.99511,57.0156,143.5
0,0,0.997564,57.1562,0
72.5216,117.408,1.01747,58.2969,138
70.4784,120.097,1.04011,59.5938,139.25
0,0,1.04229,59.7188,0
68.5055,122.953,1.06247,60.875,140.75
0,0,1.06492,61.0156,0
61.8884,131.129,1.12983,64.7344,145
61.9121,158.057,1.19746,68.6094,169.75
56.4294,154.252,1.22009,69.9062,164.25
52.805,155.002,1.24246,71.1875,163.75
49.4338,156.634,1.26509,72.4844,164.25
45.7522,156.968,1.28718,73.75,163.5
42.1879,157.963,1.30981,75.0469,163.5
38.7043,159.11,1.33218,76.3281,163.75
35.3515,160.913,1.35454,77.6094,164.75
31.2148,158.964,1.3769,78.8906,162
27.5663,159.384,1.39953,80.1875,161.75
21.3136,167.903,1.44453,82.7656,169.25
0,0,1.44644,82.875,0
21.3263,188.548,1.45817,83.5469,189.75
0,0,1.4688,84.1562,0
16.5867,183.251,1.48053,84.8281,184
12.4687,184.078,1.50316,86.125,184.5
8.49668,187.558,1.52553,87.4062,187.75
0,0,1.58089,90.5781,0
-4.29741,199.454,1.59234,91.2344,199.5
0,0,1.60352,91.875,0
-8.88782,202.305,1.6147,92.5156,202.5
-13.6409,205.548,1.63706,93.7969,206
-18.7335,210.167,1.6597,95.0938,211
0,0,1.67061,95.7188,0
0,0,1.69324,97.0156,0
-29.844,230.577,1.69951,97.375,232.5
0,0,1.7156,98.2969,0
0,0,1.73796,99.5781,0
-40.5369,232.492,1.74342,99.8906,236
0,0,1.7606,100.875,0
-80.9016,310.38,1.82578,104.609,320.75
-644.189,1920.07,1.8945,108.547,2025.25
0,0,1.89504,108.578,0
-685.783,1900.29,1.91713,109.844,2020.25
-736.032,1905,1.9395,111.125,2042.25
-785.027,1906.99,1.96131,112.375,2062.25
-831.283,1897.66,1.98367,113.656,2071.75
-882.064,1899.71,2.00549,114.906,2094.5
-931.125,1892.04,2.02813,116.203,2108.75
-984.098,1890.44,2.05076,117.5,2131.25
-1406.66,2448.73,2.09221,119.875,2824
-1381.67,2279.74,2.11566,121.219,2665.75
-1566.36,2464.63,2.13694,122.438,2920.25
-1593.51,2384.87,2.15984,123.75,2868.25
-1630.39,2328.44,2.18166,125,2842.5
-4181.35,4791.61,2.28829,131.109,6359.5
-4511.13,4727.86,2.33274,133.656,6534.75
-4607.41,4617.5,2.3551,134.938,6523
-4678.46,4483.57,2.37746,136.219,6480
-4840.11,4437.59,2.39955,137.484,6566.5
-5071.32,4442.55,2.42219,138.781,6742
-5202.89,4358.52,2.44428,140.047,6787.25
-5332.96,3708.24,2.534,145.188,6495.5
-2299.67,970.98,2.74207,157.109,2496.25
-1093.79,418.16,2.77643,159.078,1171
-1105.44,393.836,2.79934,160.391,1173.5
-1150.39,383.873,2.81952,161.547,1212.75
-1229.05,380.163,2.84161,162.812,1286.5
-1219.21,347.448,2.86397,164.094,1267.75
-1193.63,310.086,2.88743,165.438,1233.25
-1174.81,277.987,2.90924,166.688,1207.25
-209.726,14.8384,3.07096,175.953,210.25
-163.669,10.4141,3.07805,176.359,164
0,0,3.15168,180.578,0
0,0,3.21904,184.438,0
-329.509,-25.5704,3.21904,184.438,330.5
-323.878,-29.8483,3.23349,185.266,325.25
0,0,3.2414,185.719,0
-338.632,-52.9706,3.29676,188.891,342.75
-335.671,-61.4548,3.32267,190.375,341.25
-334.362,-68.2157,3.34285,191.531,341.25
-331.542,-77.5898,3.37148,193.172,340.5
-329.468,-85.9724,3.39684,194.625,340.5
-328.889,-91.0148,3.41157,195.469,341.25
-325.533,-100.691,3.44157,197.188,340.75
-323.552,-106.886,3.46066,198.281,340.75
-321.371,-112.522,3.47838,199.297,340.5
-320.413,-120.295,3.50075,200.578,342.25
-317.141,-130.654,3.53238,202.391,343
-315.432,-137.255,3.55201,203.516,344
-312.994,-145.12,3.57574,204.875,345
-311.857,-152.734,3.59701,206.094,347.25
-309.898,-158.326,3.61392,207.062,348
-307.555,-166.012,3.63655,208.359,349.5
-303.443,-174.42,3.66328,209.891,350
-303.832,-180.199,3.67691,210.672,353.25
-301.018,-189.125,3.70255,212.141,355.5
-298.416,-198.219,3.72791,213.594,358.25
-297.057,-207.759,3.75191,214.969,362.5
-337.793,-300.333,3.86836,221.641,452
-279.253,-629.052,4.2946,246.062,688.25
-259.653,-626.851,4.31969,247.5,678.5
-242.415,-624.876,4.34232,248.797,670.25
-226.593,-623.609,4.36386,250.031,663.5
-209.877,-619.937,4.38595,251.297,654.5
-194.466,-619.704,4.40832,252.578,649.5
-178.823,-617.894,4.43068,253.859,643.25
-160.082,-613.457,4.45713,255.375,634
-145.407,-613.761,4.47977,256.672,630.75
-130.196,-609.244,4.50185,257.938,623
-115.605,-607.091,4.52422,259.219,618
-102.085,-605.961,4.54549,260.438,614.5
-86.8743,-603.782,4.56949,261.812,610
-73.5878,-602.019,4.59076,263.031,606.5
-58.1917,-599.181,4.61557,264.453,602
-45.321,-598.787,4.63685,265.672,600.5
-32.7923,-597.601,4.65757,266.859,598.5
-17.7457,-596.736,4.68266,268.297,597
20.8107,-591.384,4.74756,272.016,591.75
35.7404,-589.668,4.77293,273.469,590.75
49.5168,-588.169,4.79638,274.812,590.25
62.0157,-586.983,4.81765,276.031,590.25
74.6146,-585.263,4.83919,277.266,590
88.1499,-584.389,4.8621,278.578,591
101.079,-582.546,4.88419,279.844,591.25
112.782,-581.922,4.90383,280.969,592.75
125.398,-580.613,4.9251,282.188,594
139.048,-580.581,4.94746,283.469,597
152.974,-577.844,4.97118,284.828,597.75
166.443,-577.493,4.993,286.078,601
181.153,-576.194,5.017,287.453,604
199.036,-593.252,5.03609,288.547,625.75
176.4,-434.562,5.09799,292.094,469
181.958,-423.843,5.1179,293.234,461.25
0,0,5.17135,296.297,0
311.281,-565.201,5.2158,298.844,645.25
325.151,-562.829,5.23626,300.016,650
342.176,-563.202,5.25835,301.281,659
357.32,-560.549,5.27989,302.516,664.75
375.341,-560.419,5.30252,303.812,674.5
391.158,-559.286,5.3227,304.969,682.5
447.19,-555.329,5.39034,308.844,713
464.713,-553.216,5.41106,310.031,722.5
483.327,-548.412,5.43479,311.391,731
507.594,-552.131,5.45579,312.594,750
781.666,-97.7122,6.15883,352.875,787.75
773.394,-79.7987,6.18037,354.109,777.5
770.783,-61.7236,6.20328,355.422,773.25
772.731,-44.3057,6.22591,356.719,774
766.561,-25.9358,6.24936,358.062,767
765.952,-8.56854,6.272,359.359,766
X Coordinates: ,Y Coordinates: ,Angle (Radian): ,Angle (Degree): ,Distance (Milimeters): 
760.963,7.47097,0.00981747,0.5625,761
759.586,25.0736,0.0329976,1.89062,760
760.583,42.1487,0.0553596,3.17188,761.75
764.419,59.7415,0.0779943,4.46875,766.75
0,0,0.120809,6.92188,0
1904.48,239.642,0.125173,7.17188,1919.5
1858.66,275.706,0.147262,8.4375,1879
1852.19,317.745,0.169897,9.73438,1879.25
0,0,0.210257,12.0469,0
0,0,0.232619,13.3281,0
1725.86,415.836,0.236437,13.5469,1775.25
1705.85,453.095,0.259618,14.875,1765
1691.11,489.411,0.281707,16.1406,1760.5
1695.68,530.58,0.303251,17.375,1776.75
1696.5,573.305,0.325885,18.6719,1790.75
1711.09,620.144,0.347702,19.9219,1820
1794.09,694.305,0.369246,21.1562,1923.75
3514.63,1705.9,0.451876,25.8906,3906.75
1674.17,873.838,0.481056,27.5625,1888.5
1606.67,885.442,0.503691,28.8594,1834.5
524.374,357.242,0.598047,34.2656,634.5
508.822,362.939,0.619591,35.5,625
487.068,366.824,0.645499,36.9844,609.75
471.069,372.82,0.669497,38.3594,600.75
458.628,378.273,0.689677,39.5156,594.5
447.511,386.025,0.711766,40.7812,591
438.366,396.006,0.734674,42.0938,590.75
378.529,364.147,0.766035,43.8906,525.25
349.414,353.439,0.791124,45.3281,497
335.862,353.345,0.810759,46.4531,487.5
321.21,356.348,0.837212,47.9688,479.75
76.8074,121.806,1.0082,57.7656,144
72.7136,117.289,1.01584,58.2031,138
0,0,1.03765,59.4531,0
70.5806,119.747,1.0382,59.4844,139
0,0,1.06001,60.7344,0
68.0964,121.75,1.06083,60.7812,139.5
66.5625,125.433,1.08292,62.0469,142
64.6389,128.677,1.10528,63.3281,144
62.1386,131.011,1.12792,64.625,145
66.2608,164.13,1.1871,68.0156,177
56.5511,153.675,1.21818,69.7969,163.75
53.1395,155.152,1.24082,71.0938,164
49.657,156.302,1.26318,72.375,164
46.0518,156.88,1.28527,73.6406,163.5
0,0,1.306,74.8281,0
42.4244,157.641,1.30791,74.9375,163.25
0,0,1.32836,76.1094,0
39.008,159.036,1.33027,76.2188,163.75
35.6147,160.854,1.3529,77.5156,164.75
27.8706,159.331,1.39763,80.0781,161.75
0,0,1.44017,82.5156,0
21.7376,188.501,1.45599,83.4219,189.75
0,0,1.46253,83.7969,0
16.9633,182.965,1.47835,84.7031,183.75
12.9052,184.549,1.50098,86,185
8.89399,187.289,1.52334,87.2812,187.5
0,0,1.57434,90.2031,0
-3.85742,199.213,1.59016,91.1094,199.25
0,0,1.5967,91.4844,0
-8.43601,202.074,1.61252,92.3906,202.25
-13.0726,204.583,1.63461,93.6562,205
-16.5508,208.845,1.64988,94.5312,209.5
0,0,1.66379,95.3281,0
0,0,1.68615,96.6094,0
0,0,1.70851,97.8906,0
-35.6484,236.326,1.72051,98.5781,239
-35.5181,229.518,1.72433,98.7969,232.25
0,0,1.73087,99.1719,0
0,0,1.75324,100.453,0
-83.0605,310.326,1.83232,104.984,321.25
0,0,1.88741,108.141,0
-631.773,1900.23,1.89177,108.391,2002.5
-684.22,1912.28,1.91441,109.688,2031
-729.809,1909,1.93595,110.922,2043.75
-780.25,1908.68,1.95886,112.234,2062
-830.613,1908.86,1.98122,113.516,2081.75
-877.398,1901.87,2.00304,114.766,2094.5
-920.618,1884.94,2.02513,116.031,2097.75
-1027.87,1886.96,2.06958,118.578,2148.75
-1403.64,2460.54,2.08921,119.703,2832.75
-1378.99,2293.62,2.11212,121.016,2676.25
-1587.12,2393.63,2.1563,123.547,2872
-1631.24,2341.87,2.17921,124.859,2854
-4187.45,4819.78,2.28611,130.984,6384.75
-4507.43,4742.08,2.33083,133.547,6542.5
-4608.43,4638.71,2.35292,134.812,6538.75
-4635.53,4461.86,2.37528,136.094,6434
-4803.59,4418.6,2.39792,137.391,6526.75
-5002.49,4401.59,2.42001,138.656,6663.25
-5212.88,4386.27,2.4421,139.922,6812.75
-5238.14,3657.17,2.53209,145.078,6388.5
-2304.71,978.298,2.74016,157,2503.75
-1092.3,420.664,2.77398,158.938,1170.5
-1103.67,397.282,2.79607,160.203,1173
-1147.05,385.193,2.81761,161.438,1210
-1219.22,378.945,2.84025,162.734,1276.75
-1220.03,349.121,2.86288,164.031,1269
-1195.54,312.671,2.88579,165.344,1235.75
-1173.79,280.113,2.90733,166.578,1206.75
-206.753,14.3448,3.07232,176.031,207.25
-161.653,10.5957,3.07614,176.25,162
-211.262,10.0327,3.09414,177.281,211.5
-515.804,14.212,3.11405,178.422,516
-341.425,-14.906,3.18522,182.5,341.75
0,0,3.20649,183.719,0
-329.446,-23.0362,3.2114,184,330.25
0,0,3.22886,185,0
-324.43,-31.9527,3.23976,185.625,326
-338.263,-55.2781,3.30358,189.281,342.75
-336.576,-63.4247,3.32785,190.672,342.5
-334.476,-68.9043,3.34476,191.641,341.5
-332.328,-75.2923,3.36439,192.766,340.75
-329.528,-84.7416,3.3933,194.422,340.25
-328.046,-93.0971,3.41812,195.844,341
-325.888,-99.5358,3.43802,196.984,340.75
-323.406,-107.327,3.46202,198.359,340.75
-321.615,-111.82,3.4762,199.172,340.5
-321.62,-122.753,3.5062,200.891,344.25
-317.159,-129.954,3.53047,202.281,342.75
-314.552,-136.77,3.55174,203.5,343
-313.034,-145.035,3.57547,204.859,345
-313.137,-150.092,3.58856,205.609,347.25
-309.204,-159.677,3.61828,207.312,348
-307.701,-164.684,3.63301,208.156,349
-306.478,-172.624,3.65455,209.391,351.75
-302.233,-182.385,3.68455,211.109,353
-302.69,-188.338,3.69819,211.891,356.5
-299.696,-197.19,3.72355,213.344,358.75
-297.924,-206.074,3.74673,214.672,362.25
-340.491,-302.566,3.86808,221.625,455.5
-279.143,-630.194,4.29542,246.109,689.25
-260.741,-628.024,4.31887,247.453,680
-242.074,-625.008,4.34287,248.828,670.25
-226.677,-623.312,4.36359,250.016,663.25
-209.21,-619.635,4.38677,251.344,654
-193.998,-618.803,4.40859,252.594,648.5
-177.18,-614.725,4.43177,253.922,639.75
-162.768,-614.819,4.45359,255.172,636
-146.789,-612.146,4.47704,256.516,629.5
-131.193,-609.03,4.50022,257.844,623
-117.569,-609.26,4.52176,259.078,620.5
-102.25,-605.933,4.54522,260.422,614.5
-88.3559,-603.567,4.56703,261.672,610
-72.5727,-601.891,4.59239,263.125,606.25
-59.2537,-601.589,4.61421,264.375,604.5
-46.464,-598.7,4.63494,265.562,600.5
-30.9994,-597.697,4.66057,267.031,598.5
-19.3729,-596.686,4.67993,268.141,597
22.5941,-591.569,4.75056,272.188,592
33.6355,-589.541,4.76938,273.266,590.5
47.6119,-588.577,4.79311,274.625,590.5
61.7217,-587.265,4.8171,276,590.5
73.1469,-585.196,4.83674,277.125,589.75
87.2304,-584.78,4.86047,278.484,591.25
99.2468,-582.354,4.88119,279.672,590.75
112.465,-581.983,4.90328,280.938,592.75
125.873,-580.51,4.92591,282.234,594
140.296,-579.509,4.94991,283.609,596.25
152.944,-578.369,4.97091,284.812,598.25
165.005,-578.425,4.99027,285.922,601.5
179.266,-576.784,5.01373,287.266,604
196.32,-589.415,5.03391,288.422,621.25
175.179,-436.672,5.0939,291.859,470.5
181.015,-424.518,5.11545,293.094,461.5
0,0,5.15199,295.188,0
298.583,-575.11,5.19126,297.438,648
307.785,-565.404,5.21089,298.562,643.75
323.337,-563.585,5.23326,299.844,649.75
340.145,-559.171,5.25889,301.312,654.5
356.958,-561.668,5.27853,302.438,665.5
375.619,-560.834,5.30252,303.812,675
391.768,-558.859,5.3238,305.031,682.5
449.421,-560.912,5.38788,308.703,718.75
462.873,-553.779,5.40861,309.891,721.75
481.619,-548.583,5.43288,311.281,730
503.573,-548.356,5.45524,312.562,744.5
781.043,-109.99,6.14328,351.984,788.75
782.605,-98.2631,6.15828,352.844,788.75
773.026,-78.4826,6.18201,354.203,777
767.576,-61.0455,6.20382,355.453,770
771.994,-44.0523,6.22618,356.734,773.25
767.325,-25.5426,6.24991,358.094,767.75
765.952,-8.56854,6.272,359.359,766
X Coordinates: ,Y Coordinates: ,Angle (Radian): ,Angle (Degree): ,Distance (Milimeters): 
764.478,5.83752,0.00763581,0.4375,764.5
758.87,24.0142,0.0316341,1.8125,759.25
764.895,41.1323,0.0537234,3.07812,766
758.892,56.6035,0.0744491,4.26562,761
2425.92,290.481,0.119173,6.82812,2443.25
0,0,0.120809,6.92188,0
1859.73,270.165,0.144262,8.26562,1879.25
0,0,0.188168,10.7812,0
2740.08,576.176,0.207258,11.875,2800
0,0,0.21053,12.0625,0
1720.35,412.026,0.235074,13.4688,1769
1704.42,447.742,0.25689,14.7188,1762.25
1689.87,485.561,0.279798,16.0312,1758.25
1684.47,524.551,0.301887,17.2969,1764.25
1692.84,566.929,0.323158,18.5156,1785.25
1704.74,614.165,0.345793,19.8125,1812
1795.55,689.81,0.366792,21.0156,1923.5
3519.68,1700.06,0.449967,25.7812,3908.75
1688.7,877.326,0.479147,27.4531,1903
1614.05,885.5,0.501782,28.75,1841
528.939,357.193,0.593957,34.0312,638.25
507.069,360.23,0.617682,35.3906,622
488.767,366.227,0.643044,36.8438,610.75
472.273,372.101,0.667315,38.2344,601.25
459.323,378.216,0.688859,39.4688,595
447.742,385.373,0.710676,40.7188,590.75
437.902,396.891,0.73631,42.1875,591
378.502,362.732,0.764126,43.7812,524.25
350.953,351.911,0.786761,45.0781,497
336.496,353.432,0.809941,46.4062,488
320.284,354.154,0.835576,47.875,477.5
0,0,0.973566,55.7812,0
78.7572,120.554,0.99211,56.8438,144
0,0,0.995928,57.0625,0
70.9463,118.366,1.03083,59.0625,138
70.6166,119.436,1.03683,59.4062,138.75
0,0,1.04065,59.625,0
68.2623,121.657,1.05947,60.7031,139.5
0,0,1.06329,60.9219,0
62.3171,130.926,1.12655,64.5469,145
66.2423,163.058,1.18491,67.8906,176
57.6254,155.677,1.21628,69.6875,166
53.3964,154.8,1.23864,70.9688,163.75
49.8455,155.717,1.261,72.25,163.5
46.2376,156.565,1.28363,73.5469,163.25
42.7682,157.548,1.30572,74.8125,163.25
39.2347,158.465,1.32809,76.0938,163.25
35.911,160.532,1.35072,77.3906,164.5
28.2181,159.27,1.39544,79.9531,161.75
21.8378,166.575,1.44044,82.5312,168
0,0,1.4448,82.7812,0
22.0904,187.956,1.4538,83.2969,189.25
0,0,1.46717,84.0625,0
17.3126,182.933,1.47644,84.5938,183.75
13.34,184.268,1.49853,85.8594,184.75
9.29017,187.019,1.52116,87.1562,187.25
-0.704343,198.749,1.57434,90.2031,198.75
0,0,1.57925,90.4844,0
0,0,1.60188,91.7812,0
-8.0403,201.84,1.61061,92.2812,202
0,0,1.62425,93.0625,0
-12.7223,204.354,1.63297,93.5625,204.75
0,0,1.64661,94.3438,0
-17.6896,208.752,1.65533,94.8438,209.5
0,0,1.66897,95.625,0
0,0,1.6916,96.9219,0
0,0,1.71397,98.2031,0
0,0,1.73633,99.4844,0
0,0,1.75896,100.781,0
-82.4701,312.553,1.82878,104.781,323.25
-682.955,1916.98,1.91304,109.609,2035
0,0,1.91604,109.781,0
-729.199,1908.97,1.93568,110.906,2043.5
-781.941,1918.79,1.95777,112.172,2072
-827.091,1909.3,1.97958,113.422,2080.75
-871.04,1893.51,2.00195,114.703,2084.25
-923.394,1891.94,2.02485,116.016,2105.25
-977.849,1894.81,2.04721,117.297,2132.25
-1030.1,1892.29,2.0693,118.562,2154.5
-1401.11,2457.67,2.08894,119.688,2829
-1398.59,2329.09,2.11157,120.984,2716.75
-1584.81,2391.56,2.15603,123.531,2869
-1637.46,2354.91,2.17839,124.812,2868.25
-4181.21,4820.56,2.28529,130.938,6381.25
-4494.17,4738.47,2.32974,133.484,6530.75
-4602.91,4638.21,2.35237,134.781,6534.5
-4633.1,4464.39,2.37474,136.062,6434
-4819.17,4442.64,2.39683,137.328,6554.5
-5000.58,4407.17,2.41919,138.609,6665.5
-5208.2,4387.18,2.44155,139.891,6809.75
-2314.45,985.415,2.73907,156.938,2515.5
-1096.27,422.879,2.77343,158.906,1175
-1102.53,398.231,2.79498,160.141,1172.25
-1139.84,383.116,2.81734,161.422,1202.5
-1210.99,379.288,2.83807,162.609,1269
-1221.38,351.671,2.86125,163.938,1271
-1195.49,315.796,2.88334,165.203,1236.5
