X Coordinates: ,Y Coordinates: ,Angle (Radian): ,Angle (Degree): ,Distance (Milimeters): 
385.695,-557.605,5.31752,304.672,678
427.437,-567.233,5.35816,307,710.25
452.403,-573.233,5.38052,308.281,730.25
458.379,-553.291,5.40424,309.641,718.5
476.259,-550.601,5.42552,310.859,728
496.149,-548.021,5.44815,312.156,739.25
527.437,-558.242,5.46942,313.375,768
779.474,-113.891,6.1381,351.688,787.75
774.568,-91.8944,6.1651,353.234,780
773.981,-73.8909,6.18801,354.547,777.5
770.733,-55.8002,6.21091,355.859,772.75
768.053,-38.156,6.23355,357.156,769
768.94,-21.8183,6.25482,358.375,769.25
767.734,-5.02895,6.27664,359.625,767.75
X Coordinates: ,Y Coordinates: ,Angle (Radian): ,Angle (Degree): ,Distance (Milimeters): 
762.67,11.024,0.0144535,0.828125,762.75
760.514,27.1807,0.0357247,2.04688,761
757.945,44.4909,0.0586321,3.35938,759.25
759.635,59.9929,0.0788125,4.51562,762
0,0,0.124355,7.125,0
1908.48,243.848,0.127082,7.28125,1924
1869.69,283.077,0.150262,8.60938,1891
0,0,0.191986,11,0
2730.21,588.89,0.212439,12.1719,2793
0,0,0.214348,12.2812,0
320.832,99.8129,0.301614,17.2812,336
328.982,108.78,0.31934,18.2969,346.5
304.116,109.563,0.345793,19.8125,323.25
0,0,0.371973,21.3125,0
302.018,118.683,0.374427,21.4531,324.5
338.595,155.871,0.431423,24.7188,372.75
329.598,161.981,0.456785,26.1719,367.25
317.907,165.161,0.479147,27.4531,358.25
311.275,169.118,0.497691,28.5156,354.25
307.077,177.626,0.524416,30.0469,354.75
305.252,183.187,0.540506,30.9688,356
310.568,198.807,0.569413,32.625,368.75
0,0,0.597229,34.2188,0
504.492,362.973,0.623682,35.7344,621.5
482.279,366.111,0.649316,37.2031,605.5
468.986,372.63,0.671406,38.4688,599
455.95,381.107,0.696222,39.8906,594.25
444.256,389.387,0.719675,41.2344,590.75
437.574,400.963,0.741764,42.5,593.5
364.045,352.515,0.769308,44.0781,506.75
343.715,351.679,0.796851,45.6562,491.75
330.43,351.257,0.815941,46.75,482.25
311.133,348.595,0.842121,48.25,467.25
73.2247,116.971,1.01147,57.9531,138
72.4322,118.343,1.02156,58.5312,138.75
0,0,1.04774,60.0312,0
68.2909,120.78,1.0562,60.5156,138.75
67.7269,122.813,1.06683,61.125,140.25
0,0,1.0701,61.3125,0
66.006,126.291,1.08919,62.4062,142.5
0,0,1.09274,62.6094,0
63.7197,128.856,1.11156,63.6875,143.75
61.7746,132.287,1.13392,64.9688,146
55.5861,154.027,1.22446,70.1562,163.75
52.0486,154.994,1.24682,71.4375,163.5
48.6757,156.61,1.26945,72.7344,164
44.9552,156.938,1.29182,74.0156,163.25
41.3917,157.915,1.31445,75.3125,163.25
37.9663,159.288,1.33681,76.5938,163.75
34.4039,160.351,1.35945,77.8906,164
0,0,1.36299,78.0938,0
30.3871,158.87,1.38181,79.1719,161.75
26.7442,159.017,1.40417,80.4531,161.25
23.4971,162.055,1.42681,81.75,163.75
0,0,1.45299,83.25,0
0,0,1.47562,84.5469,0
15.6443,182.832,1.48544,85.1094,183.5
11.6747,185.884,1.50807,86.4062,186.25
7.64738,188.095,1.53016,87.6719,188.25
0,0,1.58825,91,0
-5.22858,199.682,1.59697,91.5,199.75
0,0,1.61061,92.2812,0
-9.862,203.011,1.61934,92.7812,203.25
-14.6497,205.478,1.64197,94.0781,206
0,0,1.65561,94.8594,0
-19.7543,210.575,1.66433,95.3594,211.5
0,0,1.67824,96.1562,0
-30.2863,231.023,1.70115,97.4688,233
0,0,1.76824,101.312,0
-54.2553,251.208,1.78351,102.188,257
-58.2486,257.75,1.79305,102.734,264.25
-85.7232,311.417,1.83941,105.391,323
-651.373,1905.23,1.90023,108.875,2013.5
0,0,1.9035,109.062,0
-704.221,1921.79,1.92204,110.125,2046.75
-748.604,1906.55,1.94495,111.438,2048.25
-800.084,1912.38,1.96704,112.703,2073
-844.779,1898.81,1.9894,113.984,2078.25
-893.215,1892.56,2.01176,115.266,2092.75
-947.893,1896.01,2.0344,116.562,2119.75
-999.908,1891.75,2.05703,117.859,2139.75
-1381.92,2496.27,2.07639,118.969,2853.25
-1430.34,2452.65,2.09876,120.25,2839.25
-1578.66,2448.44,2.14348,122.812,2913.25
-1603.59,2369.05,2.16584,124.094,2860.75
-3763.84,4874.8,2.22829,127.672,6158.75
-4450.5,4811.91,2.3172,132.766,6554.5
-4548.64,4702.57,2.33956,134.047,6542.5
-4690.72,4634.79,2.36219,135.344,6594.25
-4699.6,4440.32,2.38455,136.625,6465.5
-4922.74,4447.08,2.40692,137.906,6634
-5054.74,4360.27,2.42982,139.219,6675.5
-5272.83,4351.44,2.45164,140.469,6836.5
-5382.81,3684.41,2.54136,145.609,6523
-2054.03,1072.12,2.66053,152.438,2317
-2299.58,1010.35,2.72762,156.281,2511.75
-1096.84,410.095,2.7838,159.5,1171
-1115.86,388.315,2.80671,160.812,1181.5
-1169.69,380.413,2.82716,161.984,1230
-1250.18,377.751,2.84816,163.188,1306
-1206.05,332.345,2.8727,164.594,1251
-1186.18,298.846,2.89479,165.859,1223.25
-1169.53,265.312,2.91852,167.219,1199.25
-176.086,15.3092,3.05487,175.031,176.75
-170.488,9.44828,3.08623,176.828,170.75
-706.954,20.4435,3.11268,178.344,707.25
-388.414,8.15834,3.12059,178.797,388.5
-331.052,-21.516,3.20649,183.719,331.75
-328.618,-27.3051,3.22449,184.75,329.75
-313.788,-35.1441,3.25313,186.391,315.75
-339.452,-50.9198,3.29049,188.531,343.25
-337.526,-56.6707,3.30794,189.531,342.25
-335.524,-63.6055,3.32894,190.734,341.5
-332.733,-73.4787,3.35894,192.453,340.75
-330.565,-80.6013,3.38075,193.703,340.25
-329.132,-86.2684,3.39794,194.688,340.25
-326.949,-95.1025,3.42466,196.219,340.5
-325.745,-100.853,3.44184,197.203,341
-322.935,-108.737,3.46638,198.609,340.75
-319.932,-118.722,3.49693,200.359,341.25
-318.832,-125.791,3.51738,201.531,342.75
-317.05,-131.528,3.53483,202.531,343.25
-314.336,-139.745,3.55992,203.969,344
-311.861,-148.123,3.58501,205.406,345.25
-310.809,-154.856,3.60383,206.484,347.25
-308.99,-160.635,3.62101,207.469,348.25
-306.197,-170.054,3.64855,209.047,350.25
-305.154,-176.957,3.6671,210.109,352.75
-302.16,-185.39,3.69191,211.531,354.5
-301.408,-192.248,3.70937,212.531,357.5
-297.16,-202.327,3.73936,214.25,359.5
0,0,3.79527,217.453,0
-314.364,-530.037,4.17706,239.328,616.25
-292.943,-643.729,4.28533,245.531,707.25
-268.144,-627.89,4.30878,246.875,682.75
-248.243,-624.198,4.33387,248.312,671.75
-231.357,-622.924,4.35677,249.625,664.5
-213.568,-620.79,4.38105,251.016,656.5
-198.376,-620.301,4.40286,252.266,651.25
-182.823,-614.114,4.42304,253.422,640.75
-166.547,-614.842,4.44786,254.844,637
-151.319,-612.588,4.47022,256.125,631
-136.327,-610.975,4.49286,257.422,626
-121.971,-607.119,4.51413,258.641,619.25
-107.82,-604.713,4.53594,259.891,614.25
-92.734,-604.68,4.56021,261.281,611.75
-77.3623,-601.546,4.58449,262.672,606.5
-64.1999,-601.333,4.60603,263.906,604.75
-50.2218,-600.403,4.62894,265.219,602.5
-35.9482,-598.421,4.65239,266.562,599.5
-22.7706,-596.065,4.67421,267.812,596.5
3.58834,-598.489,4.71838,270.344,598.5
15.7675,-615.048,4.73802,271.469,615.25
29.6405,-590.256,4.76256,272.875,591
44.2217,-588.591,4.78738,274.297,590.25
58.148,-587.128,4.81111,275.656,590
69.8536,-586.102,4.83101,276.797,590.25
83.4902,-584.82,4.85419,278.125,590.75
96.546,-582.807,4.87655,279.406,590.75
109.13,-582.618,4.89755,280.609,592.75
122.546,-581.221,4.92019,281.906,594
137.277,-579.461,4.945,283.328,595.5
149.442,-578.51,4.96518,284.484,597.5
163.848,-576.155,4.98946,285.875,599
176.298,-576.653,5.00909,287,603
163.411,-479.68,5.04072,288.812,506.75
177.997,-451.156,5.08818,291.531,485
179.983,-423.056,5.11463,293.047,459.75
0,0,5.1689,296.156,0
291.494,-568.641,5.18608,297.141,639
315.553,-585.364,5.2068,298.328,665
321.67,-562.811,5.23162,299.75,648.25
338.556,-562.762,5.25398,301.031,656.75
354.72,-559.832,5.27716,302.359,662.75
373.49,-561.954,5.29898,303.609,674.75
387.776,-557.683,5.31998,304.812,679.25
428.096,-562.343,5.36307,307.281,706.75
454.745,-571.378,5.38461,308.516,730.25
460.799,-551.603,5.40833,309.875,718.75
482.3,-553.302,5.42933,311.078,734
504.436,-552.312,5.45251,312.406,748
534.677,-563.437,5.4716,313.5,776.75
779.788,-96.6136,6.15992,352.938,785.75
773.528,-75.9769,6.18528,354.391,777.25
775.418,-60.1798,6.20573,355.562,777.75
768.356,-41.9529,6.22864,356.875,769.5
768.891,-23.4958,6.25264,358.25,769.25
766.209,-7.94448,6.27282,359.406,766.25
X Coordinates: ,Y Coordinates: ,Angle (Radian): ,Angle (Degree): ,Distance (Milimeters): 
762.845,15.3966,0.0201804,1.15625,763
760.338,31.7429,0.0417242,2.39062,761
763.18,48.9764,0.0640863,3.67188,764.75
0,0,0.129536,7.42188,0
1916.23,255.998,0.132809,7.60938,1933.25
1883.93,295.752,0.155716,8.92188,1907
0,0,0.196895,11.2812,0
0,0,0.219257,12.5625,0
319.487,103.23,0.312523,17.9062,335.75
329.921,111.491,0.325885,18.6719,348.25
0,0,0.331612,19,0
0,0,0.353974,20.2812,0
300.863,113.33,0.360247,20.6406,321.5
340.903,148.893,0.411788,23.5938,372
336.24,156.791,0.436332,25,371
326.242,161.438,0.459512,26.3281,364
316.7,165.853,0.48242,27.6406,357.5
308.475,172.643,0.510236,29.2344,353.5
305.27,180.716,0.534507,30.625,354.75
305.38,188.744,0.553596,31.7188,359
311.997,202.129,0.574867,32.9375,371.75
0,0,0.600775,34.4219,0
502.812,366.572,0.629954,36.0938,622.25
476.204,367.057,0.65668,37.625,601.25
465.922,376.455,0.679587,38.9375,599
453.656,383.835,0.702222,40.2344,594.25
441.511,392.12,0.72622,41.6094,590.5
435.746,404.787,0.748582,42.8906,594.75
356.339,350.746,0.777489,44.5469,500
339.4,352.035,0.803669,46.0469,489
324.327,351.816,0.826031,47.3281,478.5
80.7099,121.363,0.983929,56.375,145.75
74.0654,117.032,1.00656,57.6719,138.5
0,0,1.02702,58.8438,0
71.43,118.659,1.02893,58.9531,138.5
0,0,1.04965,60.1406,0
69.2553,121.095,1.05129,60.2344,139.5
0,0,1.07201,61.4219,0
67.8078,125.049,1.07392,61.5312,142.25
0,0,1.09438,62.7031,0
65.4516,127.423,1.09628,62.8125,143.25
63.0967,129.996,1.11892,64.1094,144.5
54.4094,154.181,1.23155,70.5625,163.5
50.9483,155.359,1.25391,71.8438,163.5
47.5641,156.951,1.27654,73.1406,164
43.8413,157.253,1.29891,74.4219,163.25
40.3327,158.447,1.32154,75.7188,163.5
36.7234,159.066,1.3439,77,163.25
0,0,1.36381,78.1406,0
32.9111,158.877,1.36654,78.2969,162.25
29.486,160.311,1.3889,79.5781,163
25.6161,159.202,1.41126,80.8594,161.25
22.3475,162.218,1.4339,82.1562,163.75
14.4844,184.683,1.49253,85.5156,185.25
10.3564,185.962,1.51516,86.8125,186.25
6.2955,189.145,1.53752,88.0938,189.25
2.06884,194.489,1.56016,89.3906,194.5
-2.2618,197.487,1.58225,90.6562,197.5
0,0,1.58825,91,0
-6.75314,199.636,1.60461,91.9375,199.75
0,0,1.61061,92.2812,0
-11.468,203.928,1.62697,93.2188,204.25
-16.4742,208.6,1.64961,94.5156,209.25
0,0,1.65533,94.8438,0
-21.4626,211.413,1.67197,95.7969,212.5
0,0,1.67797,96.1406,0
0,0,1.70033,97.4219,0
-35.7478,233.53,1.72269,98.7031,236.25
0,0,1.72269,98.7031,0
0,0,1.74533,100,0
0,0,1.76769,101.281,0
-85.5504,313.797,1.83696,105.25,325.25
0,0,1.90241,109,0
-666.398,1901.61,1.90786,109.312,2015
-718.699,1915.88,1.92968,110.562,2046.25
-765.359,1909.31,1.95204,111.844,2057
-816.304,1911.49,1.9744,113.125,2078.5
-864.212,1904.6,1.99676,114.406,2091.5
-914.145,1899.2,2.0194,115.703,2107.75
-966.188,1898.82,2.04149,116.969,2130.5
-1391.18,2469.9,2.08376,119.391,2834.75
-1464.39,2470.62,2.10585,120.656,2872
-1580.51,2413.55,2.15057,123.219,2885
-1611.99,2345.47,2.17293,124.5,2846
-4526.77,4817.38,2.3251,133.219,6610.5
-4638.96,4720.66,2.34747,134.5,6618.5
-4600.2,4476.44,2.36983,135.781,6418.75
-4775.46,4443.48,2.39219,137.062,6523
-4955.52,4406.02,2.41482,138.359,6631
-5136.19,4367.39,2.43691,139.625,6742
-5619.41,3785.9,2.54872,146.031,6775.75
-2307.38,994.317,2.73471,156.688,2512.5
-1100.46,430.716,2.76853,158.625,1181.75
-1099.61,402.608,2.79062,159.891,1171
-1131.48,384.431,2.81407,161.234,1195
-1196.6,378.368,2.83534,162.453,1255
-1227.99,359.384,2.85688,163.688,1279.5
-1200.82,321.06,2.88034,165.031,1243
-1175.96,286.059,2.90297,166.328,1210.25
-180.181,14.3294,3.06223,175.453,180.75
-176.213,10.0548,3.08459,176.734,176.5
-207.128,7.12049,3.10723,178.031,207.25
-419.921,8.13274,3.12223,178.891,420
0,0,3.20377,183.562,0
-329.464,-22.7666,3.21058,183.953,330.25
0,0,3.22613,184.844,0
-326.315,-27.8308,3.22667,184.875,327.5
-338.239,-53.8546,3.29949,189.047,342.5
-336.296,-60.8113,3.32049,190.25,341.75
-334.514,-68.7219,3.34421,191.609,341.5
-332.183,-75.9266,3.3663,192.875,340.75
-329.758,-83.8426,3.39057,194.266,340.25
-328.632,-88.1519,3.40366,195.016,340.25
-327.037,-96.5808,3.42875,196.453,341
-324.727,-103.262,3.44948,197.641,340.75
-322.263,-112.242,3.47675,199.203,341.25
-319.542,-119.769,3.5002,200.547,341.25
-318.246,-127.268,3.52202,201.797,342.75
-315.265,-135.753,3.5482,203.297,343.25
-313.105,-142.483,3.56865,204.469,344
-313.806,-148.104,3.58256,205.266,347
-310.372,-157.396,3.61092,206.891,348
-309.384,-164.718,3.63083,208.031,350.5
-306.137,-170.677,3.65019,209.141,350.5
-303.5,-179.779,3.67637,210.641,352.75
-300.941,-187.363,3.69846,211.906,354.5
-298.222,-197.154,3.72573,213.469,357.5
-297.344,-206.033,3.74755,214.719,361.75
-336.986,-295.202,3.86099,221.219,448
-282.326,-631.788,4.29214,245.922,692
-263.871,-625.901,4.31341,247.141,679.25
-245.335,-624.81,4.33823,248.562,671.25
-228.038,-623.348,4.36168,249.906,663.75
-211.963,-621.076,4.3835,251.156,656.25
-195.812,-616.92,4.40504,252.391,647.25
-178.533,-615.635,4.43013,253.828,641
-163.231,-615.214,4.45304,255.141,636.5
-147.858,-612.918,4.47567,256.438,630.5
-132.249,-608.29,4.49831,257.734,622.5
-118.327,-607.84,4.52013,258.984,619.25
-104.355,-605.321,4.54167,260.219,614.25
-88.9032,-605.003,4.56649,261.641,611.5
-74.901,-601.857,4.58858,262.906,606.5
-62.2317,-601.539,4.6093,264.094,604.75
-47.0906,-600.406,4.63412,265.516,602.25
-35.2218,-597.212,4.65348,266.625,598.25
-21.145,-596.125,4.67693,267.969,596.5
5.90272,-601.471,4.7222,270.562,601.5
18.4149,-597.466,4.7432,271.766,597.75
32.0412,-589.88,4.76665,273.109,590.75
46.1476,-588.443,4.79065,274.484,590.25
60.2546,-587.166,4.81465,275.859,590.25
71.1321,-585.948,4.83319,276.922,590.25
84.9612,-584.861,4.85665,278.266,591
97.3406,-582.675,4.87792,279.484,590.75
111.941,-581.829,4.90246,280.891,592.5
123.391,-581.298,4.92155,281.984,594.25
138.64,-578.879,4.94746,283.469,595.25
152.188,-579.344,4.96928,284.719,599
165.498,-577.764,4.99136,285.984,601
178.267,-575.785,5.01264,287.203,602.75
193.787,-583.934,5.03282,288.359,615.25
173.737,-436.172,5.09145,291.719,469.5
181.482,-422.415,5.11817,293.25,459.75
0,0,5.15608,295.422,0
295.107,-571.843,5.1888,297.297,643.5
308.333,-565.676,5.21144,298.594,644.25
323.759,-562.189,5.23489,299.938,648.75
340.289,-561.13,5.25753,301.234,656.25
357.839,-561.7,5.27962,302.5,666
374.132,-560.926,5.30062,303.703,674.25
389.287,-556.934,5.32243,304.953,679.5
453.168,-564.957,5.38843,308.734,724.25
461.571,-551.609,5.40915,309.922,719.25
480.526,-548.544,5.43179,311.219,729.25
503.629,-552.033,5.45197,312.375,747.25
779.836,-109.603,6.14355,352,787.5
775.784,-90.1085,6.16755,353.375,781
773.563,-72.9996,6.1891,354.609,777
770.219,-55.9741,6.21064,355.844,772.25
769.123,-36.7375,6.23546,357.266,770
766.243,-19.8597,6.25727,358.516,766.5
767.245,-2.72412,6.27963,359.797,767.25
X Coordinates: ,Y Coordinates: ,Angle (Radian): ,Angle (Degree): ,Distance (Milimeters): 
763.134,13.3205,0.0174533,1,763.25
759.838,31.7221,0.0417242,2.39062,760.5
763.259,47.7276,0.06245,3.57812,764.75
2467.9,321.482,0.129536,7.42188,2488.75
0,0,0.130354,7.46875,0
1893.56,297.264,0.155716,8.92188,1916.75
0,0,0.197713,11.3281,0
2748.68,608.582,0.217893,12.4844,2815.25
0,0,0.220075,12.6094,0
322.273,103.548,0.310887,17.8125,338.5
329.987,110.512,0.323158,18.5156,348
0,0,0.33243,19.0469,0
304.912,112.488,0.353429,20.25,325
0,0,0.354792,20.3281,0
333.501,145.227,0.410697,23.5312,363.75
332.246,154.708,0.435787,24.9688,366.5
326.588,160.17,0.455967,26.125,363.75
316.338,166.543,0.484601,27.7656,357.5
309.099,171.006,0.505327,28.9531,353.25
306.035,178.922,0.529052,30.3125,354.5
306.649,186.193,0.545688,31.2656,358.75
0,0,0.579231,33.1875,0
514.254,356.958,0.606774,34.7656,626
503.116,367.004,0.630227,36.1094,622.75
476.804,366.278,0.655043,37.5312,601.25
466.352,375.124,0.677405,38.8125,598.5
453.97,383.464,0.701404,40.1875,594.25
443.192,390.597,0.722402,41.3906,590.75
436.37,402.273,0.744764,42.6719,593.5
358.944,352.732,0.776671,44.5,503.25
342.903,351.424,0.797669,45.7031,491
327.132,353.309,0.823849,47.2031,481.5
81.7689,122.159,0.980929,56.2031,147
73.1053,115.865,1.00793,57.75,137
71.7856,118.444,1.02593,58.7812,138.5
69.6183,120.886,1.04829,60.0625,139.5
0,0,1.05047,60.1875,0
68.0967,124.607,1.07065,61.3438,142
0,0,1.07283,61.4688,0
65.7533,126.986,1.09301,62.625,143
63.4472,129.547,1.11537,63.9062,144.25
61.269,132.522,1.13774,65.1875,146
60.617,158.558,1.20564,69.0781,169.75
54.6196,154.107,1.23018,70.4844,163.5
51.4564,155.192,1.25064,71.6562,163.5
47.9001,156.065,1.273,72.9375,163.25
44.3985,157.097,1.29536,74.2188,163.25
40.7691,157.819,1.318,75.5156,163
37.2871,158.935,1.34036,76.7969,163.25
33.724,159.729,1.36272,78.0781,163.25
0,0,1.36463,78.1875,0
29.7046,160.271,1.38754,79.5,163
22.9667,162.131,1.43008,81.9375,163.75
15.1575,183.625,1.48844,85.2812,184.25
11.1677,185.915,1.5108,86.5625,186.25
7.09718,189.867,1.53343,87.8594,190
2.84599,193.229,1.55607,89.1562,193.25
-1.45394,197.495,1.57816,90.4219,197.5
0,0,1.58907,91.0469,0
-6.05089,201.659,1.60079,91.7188,201.75
0,0,1.61143,92.3281,0
-10.6239,202.722,1.62315,93,203
-15.5274,207.42,1.64552,94.2812,208
0,0,1.65615,94.8906,0
-20.5734,211.251,1.66788,95.5625,212.25
0,0,1.67879,96.1875,0
0,0,1.70115,97.4688,0
-38.2651,230.597,1.73524,99.4219,233.75
0,0,1.76851,101.328,0
-56.5435,258.386,1.78623,102.344,264.5
-86.1493,313.633,1.83887,105.359,325.25
0,0,1.90323,109.047,0
-658.585,1905.92,1.9035,109.062,2016.5
-710.422,1917.64,1.92559,110.328,2045
-757.326,1910.36,1.94822,111.625,2055
-802.025,1896.65,1.97086,112.922,2059.25
-855.8,1906.75,1.99267,114.172,2090
-902.606,1895.02,2.01531,115.469,2099
-957.669,1902.57,2.03712,116.719,2130
-1388.98,2489.76,2.07967,119.156,2851
-1441.57,2456.5,2.10148,120.406,2848.25
-1579.48,2435.11,2.14621,122.969,2902.5
-1604.29,2353.46,2.16912,124.281,2848.25
-3756.91,4833.05,2.23157,127.859,6121.5
-4458.05,4788.54,2.32047,132.953,6542.5
-4638.4,4766.66,2.34256,134.219,6651
-4711.57,4625.02,2.36546,135.531,6602.25
-4735.98,4445.45,2.38783,136.812,6495.5
-4935.13,4431.46,2.40992,138.078,6632.75
-5115.89,4391.16,2.43228,139.359,6742
-5330.86,4374.95,2.45437,140.625,6896.25
-5448.44,3707.55,2.54409,145.766,6590.25
-2294.21,998.301,2.73117,156.484,2502
-1103.45,437.448,2.76416,158.375,1187
-1095.6,405.549,2.78707,159.688,1168.25
-1124.09,386.715,2.81025,161.016,1188.75
-1180.59,380.043,2.83016,162.156,1240.25
-1234.42,366.754,2.85279,163.453,1287.75
-1205.5,328.66,2.87543,164.75,1249.5
-1180.28,292.571,2.89861,166.078,1216
-1178.2,263.228,2.92179,167.406,1207.25
-178.377,14.9204,3.05814,175.219,179
-173.429,10.5603,3.08078,176.516,173.75
-199.473,10.509,3.08896,176.984,199.75
-399.177,7.62209,3.1225,178.906,399.25
-329.595,-20.7896,3.20459,183.609,330.25
-326.23,-28.8095,3.22967,185.047,327.5
-312.603,-34.4935,3.25149,186.297,314.5
-339.269,-52.1229,3.29403,188.734,343.25
-336.837,-59.203,3.31558,189.969,342
-334.792,-67.353,3.34012,191.375,341.5
-333.011,-72.2078,3.35512,192.234,340.75
-330.166,-82.2229,3.38566,193.984,340.25
-328.824,-87.4347,3.40148,194.891,340.25
-326.584,-96.3501,3.42848,196.438,340.5
-324.54,-104.666,3.45357,197.875,341
-322.84,-110.571,3.47157,198.906,341.25
-320.639,-116.801,3.49093,200.016,341.25
-318.315,-127.094,3.52147,201.766,342.75
-316.654,-132.479,3.53783,202.703,343.25
-314.067,-140.961,3.56347,204.172,344.25
-312.504,-146.761,3.58065,205.156,345.25
-310.235,-157.113,3.61037,206.859,347.75
-308.06,-164.013,3.63083,208.031,349
-305.372,-172.55,3.65592,209.469,350.75
-303.451,-179.861,3.67664,210.656,352.75
-301.094,-187.117,3.69764,211.859,354.5
-299.666,-194.953,3.71837,213.047,357.5
-297.642,-202.062,3.738,214.172,359.75
-290.27,-641.099,4.28723,245.641,703.75
-266.138,-627.929,4.31151,247.031,682
-247.208,-624.071,4.33523,248.391,671.25
-229.308,-622.083,4.35923,249.766,663
-212.648,-620.314,4.38214,251.078,655.75
-195.476,-617.027,4.40559,252.422,647.25
-179.611,-615.582,4.4285,253.734,641.25
-165.141,-614.963,4.45004,254.969,636.75
-148.711,-609.881,4.47322,256.297,627.75
-134.181,-608.379,4.49531,257.562,623
-120.812,-607.351,4.51604,258.75,619.25
-104.52,-605.292,4.5414,260.203,614.25
-91.4673,-604.115,4.56212,261.391,611
-76.7377,-601.878,4.58558,262.734,606.75
-62.9998,-600.957,4.60794,264.016,604.25
-49.1984,-599.986,4.63057,265.312,602
-34.5848,-597.5,4.65457,266.688,598.5
-21.4792,-596.363,4.67639,267.938,596.75
6.55882,-601.464,4.72329,270.625,601.5
18.8187,-605.208,4.74347,271.781,605.5
31.076,-589.932,4.76502,273.016,590.75
45.5057,-588.493,4.78956,274.422,590.25
58.3575,-587.609,4.81138,275.672,590.5
71.3221,-586.177,4.83347,276.938,590.5
84.1637,-584.977,4.85528,278.188,591
98.1765,-582.788,4.87928,279.562,591
111.195,-582.227,4.9011,280.812,592.75
123.074,-581.366,4.92101,281.953,594.25
137.002,-581.838,4.94364,283.25,597.75
151.713,-578.177,4.969,284.703,597.75
164.011,-577.928,4.98891,285.844,600.75
178.424,-575.736,5.01291,287.219,602.75
173.445,-440.321,5.08763,291.5,473.25
180.081,-423.286,5.11463,293.047,460
0,0,5.1569,295.469,0
293.421,-569.337,5.18826,297.266,640.5
313.239,-574.675,5.21144,298.594,654.5
322.964,-562.935,5.23326,299.844,649
338.605,-562.148,5.25453,301.062,656.25
356.326,-562.366,5.27716,302.359,665.75
372.769,-561.533,5.29843,303.578,674
389.118,-557.663,5.32161,304.906,680
428.56,-561.046,5.3647,307.375,706
454.588,-569.585,5.38597,308.594,728.75
460.648,-551.729,5.40806,309.859,718.75
483.285,-554.433,5.42933,311.078,735.5
503.479,-552.17,5.45169,312.359,747.25
535.119,-562.672,5.47269,313.562,776.5
779.677,-108.93,6.14437,352.047,787.25
775.833,-89.6853,6.1681,353.406,781
773.145,-72.1093,6.19019,354.672,776.5
769.884,-53.6286,6.21364,356.016,771.75
773.378,-36.7293,6.23573,357.281,774.25
766.72,-20.709,6.25618,358.453,767
766.74,-3.97692,6.278,359.703,766.75
X Coordinates: ,Y Coordinates: ,Angle (Radian): ,Angle (Degree): ,Distance (Milimeters): 
763.637,13.121,0.0171806,0.984375,763.75
760.139,30.4888,0.040088,2.29688,760.75
762.76,47.6964,0.06245,3.57812,764.25
783.247,65.728,0.0837212,4.79688,786
0,0,0.127354,7.29688,0
2465.76,320.519,0.129263,7.40625,2486.5
1895.61,293.878,0.153807,8.8125,1918.25
0,0,0.19444,11.1406,0
0,0,0.216802,12.4219,0
2734.86,603.956,0.217348,12.4531,2800.75
328.205,102.205,0.301887,17.2969,343.75
329.081,112.409,0.329158,18.8594,347.75
0,0,0.350975,20.1094,0
304.922,111.736,0.351247,20.125,324.75
0,0,0.373337,21.3906,0
301.366,120.328,0.379881,21.7656,324.5
322.769,151.368,0.438514,25.125,356.5
323.198,160.261,0.46033,26.375,360.75
317.677,166.143,0.481874,27.6094,358.5
310.201,169.522,0.500145,28.6562,353.5
302.581,174.915,0.524144,30.0312,349.5
306.14,187.029,0.548415,31.4219,358.75
0,0,0.574595,32.9219,0
514.254,356.958,0.606774,34.7656,626
506.953,369.803,0.630227,36.1094,627.5
477.102,366.3,0.654771,37.5156,601.5
466.342,375.535,0.677951,38.8438,598.75
455.326,381.852,0.697858,39.9844,594.25
442.953,391.246,0.723493,41.4531,591
435.783,402.172,0.74531,42.7031,593
360.741,351.61,0.77258,44.2656,503.75
343.286,351.049,0.796579,45.6406,491
327.228,353.219,0.823577,47.1875,481.5
310.551,351.786,0.847575,48.5625,469.25
81.9021,122.07,0.979838,56.1406,147
74.4089,116.518,1.00247,57.4375,138.25
71.9148,118.366,1.02483,58.7188,138.5
0,0,1.0442,59.8281,0
69.7501,120.81,1.0472,60,139.5
0,0,1.06656,61.1094,0
68.0786,124.332,1.06983,61.2969,141.75
65.742,126.71,1.09219,62.5781,142.75
63.4783,129.254,1.11428,63.8438,144
61.4136,132.455,1.13664,65.125,146
60.7034,158.525,1.20509,69.0469,169.75
55.0397,153.957,1.22746,70.3281,163.5
51.5411,155.164,1.25009,71.625,163.5
47.9852,156.038,1.27245,72.9062,163.25
44.4414,157.084,1.29509,74.2031,163.25
37.3305,158.924,1.34008,76.7812,163.25
0,0,1.35727,77.7656,0
33.7159,159.475,1.36245,78.0625,163
30.0517,159.951,1.38508,79.3594,162.75
26.2671,159.096,1.40717,80.625,161.25
0,0,1.42435,81.6094,0
23.0109,162.125,1.42981,81.9219,163.75
0,0,1.44671,82.8906,0
0,0,1.46908,84.1719,0
15.1369,183.376,1.48844,85.2812,184
11.1677,185.915,1.5108,86.5625,186.25
0,0,1.58089,90.5781,0
-5.82026,199.415,1.59997,91.6719,199.5
0,0,1.60325,91.8594,0
-10.4028,202.733,1.62206,92.9375,203
